@relation output

@attribute ID numeric
@attribute fx_acidity numeric
@attribute vol_acidity numeric
@attribute citric_acid numeric
@attribute resid_sugar numeric
@attribute chlorides numeric
@attribute free_sulf_d numeric
@attribute tot_sulf_d numeric
@attribute density numeric
@attribute pH numeric
@attribute sulph numeric
@attribute alcohol numeric
@attribute quality numeric
@attribute class {Low,High}

@data
133,0.474496,0.564334,0.136157,0.429185,0.270718,0.462019,0.881897,0.9937,1.00304,0.529412,1.035857,5,Low
134,0.559227,0.564334,0.015129,0.279903,0.331492,0.462019,0.231609,0.9952,0.939486,0.487395,0.780876,6,High
135,0.669378,1.173815,0.075643,0.410524,0.464088,0.353309,0.258333,0.9959,0.889749,0.462185,0.788845,6,High
136,0.711744,0.840858,0.166415,0.354544,0.497238,0.434842,0.561207,0.9965,0.881459,0.689076,0.76494,5,Low
137,0.703271,0.806998,0.226929,0.335884,0.491713,0.271776,0.463219,0.9968,0.892512,0.647059,0.756972,5,Low
138,0.610066,0.468397,0.544629,0.373204,0.447514,0.353309,0.400862,0.9972,0.961592,0.537815,0.733068,5,Low
139,0.660905,0.632054,0.287443,0.391864,0.447514,0.407664,0.935345,0.9962,0.920144,0.453782,0.756972,5,Low
140,0.660905,0.632054,0.287443,0.373204,0.447514,0.462019,0.96207,0.9962,0.91738,0.453782,0.756972,5,Low
141,0.711744,0.840858,0.166415,0.354544,0.497238,0.434842,0.561207,0.9965,0.881459,0.689076,0.76494,5,Low
142,0.703271,0.806998,0.226929,0.335884,0.491713,0.271776,0.463219,0.9968,0.892512,0.647059,0.756972,5,Low
143,0.440603,0.383747,0,0.335884,0.276243,0.733795,0.561207,0.9916,1.016855,0.663866,1.115538,6,High
144,0.533808,0.440181,0.121029,0.317223,0.364641,0.081533,0.178161,0.9954,0.922907,0.487395,0.749004,5,Low
145,0.440603,0.383747,0,0.335884,0.276243,0.733795,0.561207,0.9916,1.016855,0.663866,1.115538,6,High
146,0.686324,0.756208,0.832073,0.335884,0.646409,0.869683,1.256035,0.9968,0.875933,0.521008,0.749004,5,Low
147,0.491442,0.767494,0.030257,0.335884,0.480663,0.57073,0.837357,0.9944,0.978171,0.436975,0.796813,5,Low
148,0.643959,0.553047,0.393343,0.298563,1.303867,0.271776,0.783908,0.9968,0.859353,0.672269,0.741036,5,Low
149,0.584647,0.553047,0.151286,0.429185,0.40884,0.326131,0.267242,0.9959,0.945012,0.487395,0.812749,6,High
150,0.694797,0.451467,0.665658,0.522486,0.491713,0.298954,0.383046,0.9975,0.975408,0.512605,0.836653,6,High
151,0.618539,0.37246,0.711044,0.391864,0.425414,0.135888,0.097989,0.9958,0.920144,0.445378,0.820717,6,High
152,0.779529,0.586907,1.512859,0.634447,3.370166,0.869683,0.614656,0.9996,0.757115,1.680672,0.749004,4,Low
153,0.635486,0.677201,0.045386,0.335884,0.524862,0.67944,0.881897,0.995,0.92567,0.453782,0.804781,5,Low
154,0.635486,0.677201,0.045386,0.335884,0.524862,0.67944,0.881897,0.995,0.92567,0.453782,0.804781,5,Low
155,0.601593,0.485327,0.635401,1.026311,0.38674,0.788151,1.149139,0.9973,0.945012,0.605042,0.836653,5,Low
156,0.601593,0.485327,0.635401,1.026311,0.392265,0.760973,1.140231,0.9973,0.945012,0.596639,0.836653,5,Low
157,0.601593,0.485327,0.635401,1.026311,0.38674,0.788151,1.149139,0.9973,0.945012,0.605042,0.836653,5,Low
158,0.601593,0.485327,0.635401,1.026311,0.392265,0.760973,1.140231,0.9973,0.945012,0.596639,0.836653,5,Low
159,0.601593,0.767494,0,0.410524,0.403315,0.326131,0.195977,0.9969,0.961592,0.420168,0.741036,5,Low
160,0.576174,0.677201,0.272315,0.354544,0.436464,0.489197,0.766092,0.9968,0.991987,0.478992,0.741036,6,High
161,0.643959,1.072235,0.045386,0.373204,0.497238,0.190243,0.178161,0.9959,0.884222,0.470588,0.76494,5,Low
162,0.643959,0.767494,0.030257,0.242583,0.39779,0.244598,0.178161,0.9965,0.875933,0.907563,0.733068,4,Low
163,0.660905,0.598194,0.060514,0.317223,0.41989,0.462019,0.27615,0.9964,0.920144,0.470588,0.796813,6,High
164,0.627012,0.677201,0.393343,1.362194,0.38674,0.978394,1.077874,0.9982,0.931196,0.411765,0.749004,5,Low
165,0.618539,0.665914,0.393343,1.343534,0.38674,0.951216,1.077874,0.9981,0.931196,0.411765,0.749004,5,Low
166,0.660905,0.711061,0.726172,0.317223,0.552486,0.380486,0.855173,0.9961,0.881459,0.521008,0.756972,5,Low
167,0.576174,0.722348,0.151286,0.391864,0.469613,0.489197,0.899713,0.9956,0.922907,0.436975,0.812749,5,Low
168,0.618539,0.620767,0.045386,0.298563,0.39779,0.462019,0.374138,0.9956,0.931196,0.403361,0.717131,4,Low
169,0.576174,0.711061,0.1059,0.391864,0.491713,0.298954,0.391954,0.9953,0.958828,0.462185,0.828685,6,High
170,0.635486,0.795711,0.363086,0.335884,1.98895,0.407664,0.561207,0.9964,0.828958,1.336134,0.756972,5,Low
171,0.669378,0.998871,0.045386,0.335884,0.320442,0.10871,0.071264,0.9972,0.928433,0.277311,0.7251,4,Low
172,0.677851,0.474041,0.257186,0.373204,0.403315,0.163066,0.160345,0.9972,0.909091,0.512605,0.733068,6,High
173,0.677851,0.474041,0.257186,0.373204,0.403315,0.163066,0.160345,0.9972,0.909091,0.512605,0.733068,6,High
174,0.627012,0.699774,0.075643,0.354544,0.375691,0.652263,0.374138,0.9961,0.945012,0.478992,0.916335,6,High
175,0.618539,0.428894,0.3177,0.373204,0.441989,0.190243,0.311782,0.9961,0.920144,0.394958,0.756972,5,Low
176,0.584647,0.564334,0.060514,0.279903,0.469613,0.516375,0.436495,0.9958,0.92567,0.655462,0.756972,5,Low
177,0.618539,0.428894,0.3177,0.373204,0.441989,0.190243,0.311782,0.9961,0.920144,0.394958,0.756972,5,Low
178,0.635486,0.586907,0.635401,0.429185,0.480663,0.217421,0.338506,0.9972,0.989224,0.512605,0.836653,6,High
179,0.59312,0.908578,0,0.466505,0.375691,0.190243,0.178161,0.9969,0.961592,0.470588,0.76494,5,Low
180,0.745636,0.688488,0.2118,0.447845,0.370166,0.271776,0.374138,0.9969,0.881459,0.495798,0.756972,5,Low
181,0.745636,0.688488,0.2118,0.447845,0.370166,0.271776,0.374138,0.9969,0.881459,0.495798,0.756972,5,Low
182,0.754109,0.688488,0.741301,0.373204,1.491713,0.625085,0.979886,0.9972,0.862117,0.857143,0.741036,5,Low
183,0.610066,0.823928,0.030257,0.466505,0.41989,0.434842,0.374138,0.9972,0.950539,0.436975,0.741036,5,Low
184,0.576174,0.688488,0.302572,0.335884,0.425414,0.298954,0.579023,0.9971,0.978171,0.487395,0.741036,5,Low
185,0.5677,0.699774,0.3177,0.354544,0.436464,0.217421,0.552299,0.997,0.972644,0.487395,0.741036,6,High
186,0.754109,0.349887,0.86233,0.373204,0.61326,0.706618,0.757184,0.9971,0.900801,0.445378,0.772908,5,Low
187,0.627012,0.440181,0.726172,0.373204,0.453039,0.380486,0.596839,0.9972,0.922907,0.462185,0.733068,5,Low
188,0.652432,0.795711,0.151286,0.485165,0.464088,0.244598,0.231609,0.9976,0.936723,0.411765,0.772908,5,Low
189,0.669378,0.564334,0.499244,0.373204,0.464088,0.407664,1.273851,0.9968,0.884222,0.462185,0.756972,5,Low
190,0.669378,0.553047,0.484115,0.354544,0.453039,0.462019,1.282759,0.9968,0.884222,0.462185,0.756972,5,Low
191,0.694797,0.564334,0.529501,0.541146,0.425414,0.57073,1.131322,0.9976,0.892512,0.521008,0.749004,5,Low
192,0.542281,0.417607,0.378215,0.354544,0.40884,0.57073,0.436495,0.9974,0.98646,0.521008,0.780876,6,High
193,0.576174,0.711061,0.181543,0.709088,0.546961,0.434842,1.122414,0.9969,0.906328,0.512605,0.756972,5,Low
194,0.643959,0.620767,0.3177,0.410524,0.392265,0.190243,0.249425,0.9964,0.906328,0.462185,0.772908,5,Low
195,0.643959,0.620767,0.3177,0.410524,0.392265,0.190243,0.249425,0.9964,0.906328,0.462185,0.772908,5,Low
196,0.660905,0.665914,0.499244,0.373204,0.40884,0.652263,1.068966,0.9968,0.898038,0.453782,0.749004,5,Low
197,0.618539,0.654628,0.453858,0.447845,0.40884,0.407664,0.489943,0.9968,0.956065,0.495798,0.812749,5,Low
198,0.974411,0.3386,0.907716,0.373204,0.370166,0.326131,0.240517,0.9981,0.859353,0.815126,0.804781,6,High
199,0.45755,0.942438,0.121029,0.223922,0.254144,0.353309,0.828449,0.9924,0.98646,0.714286,1.035857,7,High
200,0.584647,1.230248,0.090772,0.391864,0.337017,0.326131,0.27615,0.9948,0.969881,0.361345,0.908367,4,Low
201,0.813421,0.361174,0.711044,0.261243,0.309392,0.244598,0.213793,0.99695,0.889749,0.689076,0.820717,7,High
202,0.745636,0.417607,0.726172,0.391864,0.535912,1.059927,1.291667,0.9975,0.840011,0.865546,0.741036,5,Low
203,0.576174,0.564334,0.166415,0.279903,0.414365,0.434842,0.436495,0.99545,0.928433,0.663866,0.756972,5,Low
204,0.59312,0.474041,0.529501,0.298563,0.486188,0.434842,0.347414,0.9961,0.922907,0.462185,0.733068,5,Low
205,0.59312,0.485327,0.544629,0.298563,0.491713,0.380486,0.329598,0.99615,0.922907,0.470588,0.733068,6,High
206,1.084562,0.3386,1.119516,0.485165,0.524862,0.244598,0.249425,0.9994,0.884222,0.647059,0.860558,7,High
207,1.084562,0.3386,1.119516,0.485165,0.524862,0.244598,0.249425,0.9994,0.884222,0.647059,0.860558,7,High
208,0.660905,0.643341,0.468986,0.335884,0.381215,0.706618,1.068966,0.99625,0.909091,0.445378,0.741036,5,Low
209,0.660905,0.496614,0.423601,0.503825,0.552486,0.489197,0.846265,0.9966,0.889749,0.563025,0.749004,5,Low
210,0.932045,0.3386,0.877458,0.391864,0.298343,0.190243,0.169253,0.998,0.914617,0.739496,0.836653,7,High
211,0.821895,0.598194,0.907716,0.373204,0.21547,0.135888,0.169253,0.99585,0.911854,0.722689,0.988048,6,High
212,0.677851,0.818284,0.363086,0.522486,0.458564,0.271776,0.552299,0.99685,0.92567,0.470588,0.796813,6,High
213,0.982884,0.496614,0.96823,0.391864,0.325967,0.135888,0.133621,0.998,0.886985,0.563025,0.812749,6,High
214,0.694797,0.643341,0.393343,0.410524,0.331492,0.760973,0.579023,0.9959,0.911854,0.361345,0.804781,5,Low
215,0.660905,0.829571,0.121029,0.447845,0.508287,0.271776,0.36523,0.9974,0.895275,0.596639,0.780876,6,High
216,0.59312,0.553047,0.741301,1.044971,0.331492,0.706618,1.077874,0.9974,0.922907,0.638655,0.836653,5,Low
217,0.737163,0.705418,0.242057,0.373204,0.558011,0.353309,0.436495,0.9962,0.867643,0.478992,0.876494,5,Low
218,0.686324,0.818284,0.332829,0.410524,0.39779,0.298954,0.36523,0.9967,0.928433,0.462185,0.7251,5,Low
219,0.635486,0.553047,0.287443,0.354544,0.41989,0.271776,0.391954,0.9957,0.936723,0.453782,0.772908,5,Low
220,0.660905,0.598194,0.499244,0.447845,0.441989,0.652263,1.282759,0.99655,0.911854,0.504202,0.756972,5,Low
221,0.660905,0.383747,0.559758,0.373204,0.453039,0.652263,0.516667,0.9964,0.922907,0.495798,0.749004,6,High
222,0.627012,0.598194,0.393343,0.373204,0.558011,0.434842,0.64138,0.9957,0.870406,0.478992,0.749004,5,Low
